:START_ID,:END_ID,:TYPE,properties
WholeLog:quoted string not properly terminated,quoted string not properly terminated,Value,
WholeLog:You have an error in your SQL syntax,You have an error in your SQL syntax,Value,
WholeLog:Unclosed quotation mark,Unclosed quotation mark,Value,
"WholeLog:near ""*"": syntax error","near ""*"": syntax error",Value,
WholeLog:SELECTs to the left and right of UNION do not have the same number of result columns,SELECTs to the left and right of UNION do not have the same number of result columns,Value,
verb:create,create,Value,
objectRef.resource:pods,pods,Value,
objectRef.subresource:exec,exec,Value,
objectRef.apiGroup:rbac.authorization.k8s.io,rbac.authorization.k8s.io,Value,
objectRef.resource:clusterrolebindings,clusterrolebindings,Value,
objectRef.resource:rolebindings,rolebindings,Value,
verb:create,create,Value,
verb:delete,delete,Value,
verb:patch,patch,Value,
verb:replace,replace,Value,
verb:update,update,Value,
verb:patch,patch,Value,
apiGroup:apps,apps,Value,
objectRef.resource:deployments,deployments,Value,
verb:delete,delete,Value,
objectRef.resource:events,events,Value,
verb:create,create,Value,
objectRef.resource:pods,pods,Value,
objectRef.namespace:kube-system,kube-system,Value,
objectRef.apiGroup:batch,batch,Value,
objectRef.resource:cronjobs,cronjobs,Value,
objectRef.resource:jobs,jobs,Value,
verb:create,create,Value,
verb:delete,delete,Value,
verb:patch,patch,Value,
verb:replace,replace,Value,
verb:update,update,Value,
objectRef.resource:secrets,secrets,Value,
verb:create,create,Value,
verb:delete,delete,Value,
verb:patch,patch,Value,
verb:replace,replace,Value,
verb:update,update,Value,
objectRef.apiGroup:admissionregistration.k8s.io,admissionregistration.k8s.io,Value,
objectRef.resource:mutatingwebhookconfigurations,mutatingwebhookconfigurations,Value,
objectRef.resource:validatingwebhookconfigurations,validatingwebhookconfigurations,Value,
verb:create,create,Value,
verb:delete,delete,Value,
verb:patch,patch,Value,
verb:replace,replace,Value,
verb:update,update,Value,
WholeLog:SuspiciousOperation,SuspiciousOperation,Value,
WholeLog:DisallowedHost,DisallowedHost,Value,
WholeLog:DisallowedModelAdminLookup,DisallowedModelAdminLookup,Value,
WholeLog:DisallowedModelAdminToField,DisallowedModelAdminToField,Value,
WholeLog:DisallowedRedirect,DisallowedRedirect,Value,
WholeLog:InvalidSessionKey,InvalidSessionKey,Value,
WholeLog:RequestDataTooBig,RequestDataTooBig,Value,
WholeLog:SuspiciousFileOperation,SuspiciousFileOperation,Value,
WholeLog:SuspiciousMultipartForm,SuspiciousMultipartForm,Value,
WholeLog:SuspiciousSession,SuspiciousSession,Value,
WholeLog:TooManyFieldsSent,TooManyFieldsSent,Value,
WholeLog:PermissionDenied,PermissionDenied,Value,
WholeLog:ParseErrorException,ParseErrorException,Value,
WholeLog:VelocityException,VelocityException,Value,
WholeLog:TemplateInitException,TemplateInitException,Value,
EventLog:RPCFW,RPCFW,Value,
InterfaceUuid:4b324fc8-1670-01d3-1278-5a47bf6ee188,4b324fc8-1670-01d3-1278-5a47bf6ee188,Value,
OpNum:12,12,Value,
EventLog:RPCFW,RPCFW,Value,
InterfaceUuid:367abb81-9844-35f1-ad32-98f038001003,367abb81-9844-35f1-ad32-98f038001003,Value,
EventLog:RPCFW,RPCFW,Value,
InterfaceUuid:e3514235-4b06-11d1-ab04-00c04fc2dcd2,e3514235-4b06-11d1-ab04-00c04fc2dcd2,Value,
OpNum:0,0,Value,
OpNum:1,1,Value,
OpNum:12,12,Value,
EventLog:RPCFW,RPCFW,Value,
InterfaceUuid:6bffd098-a112-3610-9833-46c3f87e345a,6bffd098-a112-3610-9833-46c3f87e345a,Value,
OpNum:2,2,Value,
EventLog:RPCFW,RPCFW,Value,
InterfaceUuid:86d35949-83c9-4044-b424-db363231fd0c,86d35949-83c9-4044-b424-db363231fd0c,Value,
OpNum:1,1,Value,
OpNum:3,3,Value,
OpNum:4,4,Value,
OpNum:10,10,Value,
OpNum:11,11,Value,
OpNum:12,12,Value,
OpNum:13,13,Value,
OpNum:14,14,Value,
OpNum:15,15,Value,
EventLog:RPCFW,RPCFW,Value,
InterfaceUuid:1ff70682-0a51-30e8-076d-740be8cee98b,1ff70682-0a51-30e8-076d-740be8cee98b,Value,
OpNum:0,0,Value,
OpNum:1,1,Value,
EventLog:RPCFW,RPCFW,Value,
InterfaceUuid:378e52b0-c0a9-11cf-822d-00aa0051e40f,378e52b0-c0a9-11cf-822d-00aa0051e40f,Value,
OpNum:0,0,Value,
OpNum:1,1,Value,
EventLog:RPCFW,RPCFW,Value,
InterfaceUuid:12345678-1234-abcd-ef00-0123456789ab,12345678-1234-abcd-ef00-0123456789ab,Value,
InterfaceUuid:76f03f96-cdfd-44fc-a22c-64950a001209,76f03f96-cdfd-44fc-a22c-64950a001209,Value,
InterfaceUuid:0b6edbfa-4a24-4fc6-8a23-942b1eca65d1,0b6edbfa-4a24-4fc6-8a23-942b1eca65d1,Value,
InterfaceUuid:ae33069b-a2a8-46ee-a235-ddfd339be281,ae33069b-a2a8-46ee-a235-ddfd339be281,Value,
EventLog:RPCFW,RPCFW,Value,
InterfaceUuid:4d9f4ab8-7d1c-11cf-861e-0020af6e7c57,4d9f4ab8-7d1c-11cf-861e-0020af6e7c57,Value,
