:START_ID,:END_ID,:TYPE,properties
selection3212,Payload:Invoke-Mimikittenz,Searches,
selection3212,Payload:Invoke-MITM6,Searches,
selection3212,Payload:Invoke-NanoDump,Searches,
selection3212,Payload:Invoke-NetRipper,Searches,
selection3212,Payload:Invoke-Nightmare,Searches,
selection3212,Payload:Invoke-NinjaCopy,Searches,
selection3212,Payload:Invoke-OfficeScrape,Searches,
selection3212,Payload:Invoke-OxidResolver,Searches,
selection3212,Payload:Invoke-P0wnedshell,Searches,
selection3212,Payload:Invoke-Paranoia,Searches,
selection3212,Payload:Invoke-PortScan,Searches,
selection3212,Payload:Invoke-PoshRatHttp,Searches,
selection3212,Payload:Invoke-PostExfil,Searches,
selection3212,Payload:Invoke-PowerDump,Searches,
selection3212,Payload:Invoke-PowerDPAPI,Searches,
selection3212,Payload:Invoke-PowerShellTCP,Searches,
selection3212,Payload:Invoke-PowerShellWMI,Searches,
selection3212,Payload:Invoke-PPLDump,Searches,
selection3212,Payload:Invoke-PsExec,Searches,
selection3212,Payload:Invoke-PSInject,Searches,
selection3212,Payload:Invoke-PsUaCme,Searches,
selection3212,Payload:Invoke-ReflectivePEInjection,Searches,
selection3212,Payload:Invoke-ReverseDNSLookup,Searches,
selection3212,Payload:Invoke-Rubeus,Searches,
selection3212,Payload:Invoke-RunAs,Searches,
selection3212,Payload:Invoke-SafetyKatz,Searches,
selection3212,Payload:Invoke-SauronEye,Searches,
selection3212,Payload:Invoke-SCShell,Searches,
selection3212,Payload:Invoke-Seatbelt,Searches,
selection3212,Payload:Invoke-ServiceAbuse,Searches,
selection3212,Payload:Invoke-ShadowSpray,Searches,
selection3212,Payload:Invoke-Sharp,Searches,
selection3212,Payload:Invoke-Shellcode,Searches,
selection3212,Payload:Invoke-SMBScanner,Searches,
selection3212,Payload:Invoke-Snaffler,Searches,
selection3212,Payload:Invoke-Spoolsample,Searches,
selection3212,Payload:Invoke-SpraySinglePassword,Searches,
selection3212,Payload:Invoke-SSHCommand,Searches,
selection3212,Payload:Invoke-StandIn,Searches,
selection3212,Payload:Invoke-StickyNotesExtract,Searches,
selection3212,Payload:Invoke-SystemCommand,Searches,
selection3212,Payload:Invoke-Tasksbackdoor,Searches,
selection3212,Payload:Invoke-Tater,Searches,
selection3212,Payload:Invoke-Thunderfox,Searches,
selection3212,Payload:Invoke-ThunderStruck,Searches,
selection3212,Payload:Invoke-TokenManipulation,Searches,
selection3212,Payload:Invoke-Tokenvator,Searches,
selection3212,Payload:Invoke-TotalExec,Searches,
selection3212,Payload:Invoke-UrbanBishop,Searches,
selection3212,Payload:Invoke-UserHunter,Searches,
selection3212,Payload:Invoke-VoiceTroll,Searches,
selection3212,Payload:Invoke-Whisker,Searches,
selection3212,Payload:Invoke-WinEnum,Searches,
selection3212,Payload:Invoke-winPEAS,Searches,
selection3212,Payload:Invoke-WireTap,Searches,
selection3212,Payload:Invoke-WmiCommand,Searches,
selection3212,Payload:Invoke-WMIExec,Searches,
selection3212,Payload:Invoke-WScriptBypassUAC,Searches,
selection3212,Payload:Invoke-Zerologon,Searches,
selection3212,Payload:MailRaider,Searches,
selection3212,Payload:New-ADIDNSNode,Searches,
selection3212,Payload:New-DNSRecordArray,Searches,
selection3212,Payload:New-HoneyHash,Searches,
selection3212,Payload:New-InMemoryModule,Searches,
selection3212,Payload:New-MachineAccount,Searches,
selection3212,Payload:New-SOASerialNumberArray,Searches,
selection3212,Payload:Out-Minidump,Searches,
selection3212,Payload:Port-Scan,Searches,
selection3212,Payload:PowerBreach,Searches,
selection3212,Payload:powercat ,Searches,
selection3212,Payload:PowerUp,Searches,
selection3212,Payload:PowerView,Searches,
selection3212,Payload:Remove-ADIDNSNode,Searches,
selection3212,Payload:Remove-MachineAccount,Searches,
selection3212,Payload:Remove-Update,Searches,
selection3212,Payload:Rename-ADIDNSNode,Searches,
selection3212,Payload:Revoke-ADIDNSPermission,Searches,
selection3212,Payload:Set-ADIDNSNode,Searches,
selection3212,Payload:Set-MacAttribute,Searches,
selection3212,Payload:Set-MachineAccountAttribute,Searches,
selection3212,Payload:Set-Wallpaper,Searches,
selection3212,Payload:Show-TargetScreen,Searches,
selection3212,Payload:Start-CaptureServer,Searches,
selection3212,Payload:Start-Dnscat2,Searches,
selection3212,Payload:Start-WebcamRecorder,Searches,
selection3212,Payload:Veeam-Get-Creds,Searches,
selection3212,Payload:VolumeShadowCopyTools,Searches,
selection3213,ContextInfo:Reset-ComputerMachinePassword,Searches,
selection3214,"Payload:(?i)(set).*&&\\s?set.*(environment|invoke|\\$?\\{?input).*&&.*""",Searches,
selection3215,ContextInfo: = ServerRemoteHost ,Searches,
selection3215,ContextInfo:wsmprovhost.exe,Searches,
filter1209,ContextInfo:\\Windows\\system32\\WindowsPowerShell\\v1.0\\Modules\\Microsoft.PowerShell.Archive\\Microsoft.PowerShell.Archive.psm1,Searches,
selection3216,Payload:Get-Clipboard,Searches,
selection3217,ContextInfo:Add-ConstrainedDelegationBackdoor.ps1,Searches,
selection3217,ContextInfo:Add-Exfiltration.ps1,Searches,
selection3217,ContextInfo:Add-Persistence.ps1,Searches,
selection3217,ContextInfo:Add-RegBackdoor.ps1,Searches,
selection3217,ContextInfo:Add-RemoteRegBackdoor.ps1,Searches,
selection3217,ContextInfo:Add-ScrnSaveBackdoor.ps1,Searches,
selection3217,ContextInfo:BadSuccessor.ps1,Searches,
