:START_ID,:END_ID,:TYPE,properties
CommandLine,add,Has Artifact,
CommandLine,v4tov4,Has Artifact,
CommandLine,i ,Has Artifact,
CommandLine,p ,Has Artifact,
CommandLine,a ,Has Artifact,
CommandLine,v ,Has Artifact,
CommandLine,connectp,Has Artifact,
CommandLine,listena,Has Artifact,
CommandLine,c=,Has Artifact,
ParentImage,\\w3wp.exe,Has Artifact,
CommandLine,appcmd.exe add module,Has Artifact,
CommandLine, system.enterpriseservices.internal.publish,Has Artifact,
Image,\\powershell.exe,Has Artifact,
CommandLine,gacutil,Has Artifact,
CommandLine, /I,Has Artifact,
CommandLine, -p ,Has Artifact,
CommandLine, -a ,Has Artifact,
CommandLine,computername=,Has Artifact,
CommandLine,action=create,Has Artifact,
CommandLine,action=dcom,Has Artifact,
CommandLine,action=executevbs,Has Artifact,
CommandLine,action=hijackdcom,Has Artifact,
CommandLine,action=modschtask,Has Artifact,
CommandLine,action=modsvc,Has Artifact,
CommandLine,action=query,Has Artifact,
CommandLine,action=scm,Has Artifact,
CommandLine,action=startservice,Has Artifact,
CommandLine,action=taskscheduler,Has Artifact,
CommandLine,-encode,Has Artifact,
CommandLine,.acl,Has Artifact,
CommandLine,.bat,Has Artifact,
CommandLine,.doc,Has Artifact,
CommandLine,.gif,Has Artifact,
CommandLine,.jpeg,Has Artifact,
CommandLine,.jpg,Has Artifact,
CommandLine,.mp3,Has Artifact,
CommandLine,.pdf,Has Artifact,
CommandLine,.png,Has Artifact,
CommandLine,.ppt,Has Artifact,
CommandLine,.tmp,Has Artifact,
CommandLine,.xls,Has Artifact,
CommandLine,.xml,Has Artifact,
Image,\\brave.exe,Has Artifact,
Image,\\chrome.exe,Has Artifact,
Image,\\msedge.exe,Has Artifact,
Image,\\opera.exe,Has Artifact,
Image,\\vivaldi.exe,Has Artifact,
CommandLine,http,Has Artifact,
CommandLine,.7z,Has Artifact,
CommandLine,.dat,Has Artifact,
CommandLine,.dll,Has Artifact,
CommandLine,.exe,Has Artifact,
CommandLine,.hta,Has Artifact,
CommandLine,.ps1,Has Artifact,
CommandLine,.psm1,Has Artifact,
CommandLine,.txt,Has Artifact,
CommandLine,.vbe,Has Artifact,
CommandLine,.vbs,Has Artifact,
CommandLine,.zip,Has Artifact,
Image,\\link.exe,Has Artifact,
CommandLine,LINK /,Has Artifact,
CommandLine, execmd ,Has Artifact,
CommandLine,.exe script ,Has Artifact,
CommandLine,.exe shexec ,Has Artifact,
CommandLine, runinteractive ,Has Artifact,
