:START_ID,:END_ID,:TYPE,properties
CommandLine,Get-SecurityPackages,Has Artifact,
CommandLine,Get-ServiceFilePermission,Has Artifact,
CommandLine,Get-ServicePermission,Has Artifact,
CommandLine,Get-ServiceUnquoted,Has Artifact,
CommandLine,Get-SiteListPassword,Has Artifact,
CommandLine,Get-System,Has Artifact,
CommandLine,Get-TimedScreenshot,Has Artifact,
CommandLine,Get-UnattendedInstallFile,Has Artifact,
CommandLine,Get-Unconstrained,Has Artifact,
CommandLine,Get-USBKeystrokes,Has Artifact,
CommandLine,Get-VaultCredential,Has Artifact,
CommandLine,Get-VulnAutoRun,Has Artifact,
CommandLine,Get-VulnSchTask,Has Artifact,
CommandLine,Grant-ADIDNSPermission,Has Artifact,
CommandLine,Gupt-Backdoor,Has Artifact,
CommandLine,HTTP-Login,Has Artifact,
CommandLine,Install-ServiceBinary,Has Artifact,
CommandLine,Install-SSP,Has Artifact,
CommandLine,Invoke-ACLScanner,Has Artifact,
CommandLine,Invoke-ADRecon,Has Artifact,
CommandLine,Invoke-ADSBackdoor,Has Artifact,
CommandLine,Invoke-AgentSmith,Has Artifact,
CommandLine,Invoke-AllChecks,Has Artifact,
CommandLine,Invoke-ARPScan,Has Artifact,
CommandLine,Invoke-AzureHound,Has Artifact,
CommandLine,Invoke-BackdoorLNK,Has Artifact,
CommandLine,Invoke-BadPotato,Has Artifact,
CommandLine,Invoke-BetterSafetyKatz,Has Artifact,
CommandLine,Invoke-BypassUAC,Has Artifact,
CommandLine,Invoke-Carbuncle,Has Artifact,
CommandLine,Invoke-Certify,Has Artifact,
CommandLine,Invoke-ConPtyShell,Has Artifact,
CommandLine,Invoke-CredentialInjection,Has Artifact,
CommandLine,Invoke-DAFT,Has Artifact,
CommandLine,Invoke-DCSync,Has Artifact,
CommandLine,Invoke-DinvokeKatz,Has Artifact,
CommandLine,Invoke-DllInjection,Has Artifact,
CommandLine,Invoke-DNSUpdate,Has Artifact,
CommandLine,Invoke-DomainPasswordSpray,Has Artifact,
CommandLine,Invoke-DowngradeAccount,Has Artifact,
CommandLine,Invoke-EgressCheck,Has Artifact,
CommandLine,Invoke-Eyewitness,Has Artifact,
CommandLine,Invoke-FakeLogonScreen,Has Artifact,
CommandLine,Invoke-Farmer,Has Artifact,
CommandLine,Invoke-Get-RBCD-Threaded,Has Artifact,
CommandLine,Invoke-Gopher,Has Artifact,
CommandLine,Invoke-Grouper,Has Artifact,
CommandLine,Invoke-HandleKatz,Has Artifact,
CommandLine,Invoke-ImpersonatedProcess,Has Artifact,
CommandLine,Invoke-ImpersonateSystem,Has Artifact,
CommandLine,Invoke-InteractiveSystemPowerShell,Has Artifact,
