start_id,end_id,type
ef53988f-3853-5a0a-aa4d-3a4efc1f5b2f,7c44ca81-ef9a-5a9d-8a84-84448c864d38,TAGGED
58417bb3-3e0d-551b-84de-5009bcf31760,7c44ca81-ef9a-5a9d-8a84-84448c864d38,TAGGED
f22d040f-735f-53f3-a260-154336a0c4ae,7c44ca81-ef9a-5a9d-8a84-84448c864d38,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,7c44ca81-ef9a-5a9d-8a84-84448c864d38,TAGGED
66b2bb6c-9abc-5045-96bf-bd506cce3c3c,b3412a79-33ea-562f-8e43-27a40891aa32,HAS_DESCRIPTION
b3412a79-33ea-562f-8e43-27a40891aa32,dfaee4b0-32d8-5113-b420-0a7ddd0f9774,HAS_DETECTION
2f005722-7cc2-5845-8393-dfb606f55851,66b2bb6c-9abc-5045-96bf-bd506cce3c3c,TAGGED
5856da1a-0b4f-5052-acd3-4ab8aedebfdc,66b2bb6c-9abc-5045-96bf-bd506cce3c3c,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,66b2bb6c-9abc-5045-96bf-bd506cce3c3c,TAGGED
f4285595-7049-5470-8277-b63b0ebcacb8,f57b5b2f-e955-5671-b5e5-ca81f1e51c2e,HAS_DESCRIPTION
f57b5b2f-e955-5671-b5e5-ca81f1e51c2e,0a15d147-fa10-59a7-b8c0-16c508ad8982,HAS_DETECTION
2f005722-7cc2-5845-8393-dfb606f55851,f4285595-7049-5470-8277-b63b0ebcacb8,TAGGED
5856da1a-0b4f-5052-acd3-4ab8aedebfdc,f4285595-7049-5470-8277-b63b0ebcacb8,TAGGED
7acf31ed-a385-5694-94d4-51b3ee9bee9a,f4285595-7049-5470-8277-b63b0ebcacb8,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,f4285595-7049-5470-8277-b63b0ebcacb8,TAGGED
1c141bdb-396d-54cd-8310-bf3b340b2674,9208902e-aa2a-5b14-b09d-e1190bab1f2a,HAS_DESCRIPTION
9208902e-aa2a-5b14-b09d-e1190bab1f2a,c3a29def-2d87-5414-b5df-8f1d56e8a098,HAS_DETECTION
ef53988f-3853-5a0a-aa4d-3a4efc1f5b2f,1c141bdb-396d-54cd-8310-bf3b340b2674,TAGGED
05f31bf2-e4f4-519b-89f3-60ae1aafc38a,1c141bdb-396d-54cd-8310-bf3b340b2674,TAGGED
e06e7ba5-13e6-599b-8964-19fd43902e70,1c141bdb-396d-54cd-8310-bf3b340b2674,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,1c141bdb-396d-54cd-8310-bf3b340b2674,TAGGED
c6b8bbfd-6600-54bc-866e-2b459c6a3f04,90b89250-e01b-5593-b234-ee82d8619da5,HAS_DESCRIPTION
90b89250-e01b-5593-b234-ee82d8619da5,03c3972f-ff83-58dd-9396-a85ac3517001,HAS_DETECTION
ef53988f-3853-5a0a-aa4d-3a4efc1f5b2f,c6b8bbfd-6600-54bc-866e-2b459c6a3f04,TAGGED
dfe31f23-b23a-5451-b292-01eea5a84998,c6b8bbfd-6600-54bc-866e-2b459c6a3f04,TAGGED
9466c1e2-6a2a-5057-ab33-ff522f25d23d,c6b8bbfd-6600-54bc-866e-2b459c6a3f04,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,c6b8bbfd-6600-54bc-866e-2b459c6a3f04,TAGGED
82b785f3-1967-51d9-886a-2d5f52e1ec42,4f8d7b70-b03b-5c2a-95a1-00b9026fe66f,HAS_DESCRIPTION
4f8d7b70-b03b-5c2a-95a1-00b9026fe66f,fe97bc45-65f1-5a6f-90cb-14bd55bb2afa,HAS_DETECTION
2f005722-7cc2-5845-8393-dfb606f55851,82b785f3-1967-51d9-886a-2d5f52e1ec42,TAGGED
5856da1a-0b4f-5052-acd3-4ab8aedebfdc,82b785f3-1967-51d9-886a-2d5f52e1ec42,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,82b785f3-1967-51d9-886a-2d5f52e1ec42,TAGGED
3591be2d-7696-54a9-9297-c64b141a3ef2,9413543a-6262-5dd0-b41b-0e5b4ad4d745,HAS_DESCRIPTION
9413543a-6262-5dd0-b41b-0e5b4ad4d745,f532b8f2-c11e-5bef-baf7-5ccc1cc733b4,HAS_DETECTION
adcdf164-cd07-577a-a4e1-ee91cd62aa95,3591be2d-7696-54a9-9297-c64b141a3ef2,TAGGED
fe55543c-5f87-5828-8a7b-1a0b2c60e859,3591be2d-7696-54a9-9297-c64b141a3ef2,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,3591be2d-7696-54a9-9297-c64b141a3ef2,TAGGED
4e63dca5-f344-5047-a76b-228bf8f431f1,5da2778b-c596-54b3-8223-ba7501d02436,HAS_DESCRIPTION
5da2778b-c596-54b3-8223-ba7501d02436,3d4978af-3876-55cb-a681-221d3a4ca42c,HAS_DETECTION
adcdf164-cd07-577a-a4e1-ee91cd62aa95,4e63dca5-f344-5047-a76b-228bf8f431f1,TAGGED
4b812988-f11e-500e-b55c-0f15e9fd6616,4e63dca5-f344-5047-a76b-228bf8f431f1,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,4e63dca5-f344-5047-a76b-228bf8f431f1,TAGGED
ffee9b3e-32dd-5588-8eb4-52d20b0adf98,12aa755c-5412-57b9-af93-958b11f5d5da,HAS_DESCRIPTION
12aa755c-5412-57b9-af93-958b11f5d5da,ed2f4703-a572-5056-a32c-054d8f485828,HAS_DETECTION
adcdf164-cd07-577a-a4e1-ee91cd62aa95,ffee9b3e-32dd-5588-8eb4-52d20b0adf98,TAGGED
fe55543c-5f87-5828-8a7b-1a0b2c60e859,ffee9b3e-32dd-5588-8eb4-52d20b0adf98,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,ffee9b3e-32dd-5588-8eb4-52d20b0adf98,TAGGED
d2e75ae5-5e4a-55aa-b62c-481f6e04293f,381a1d2d-48c7-505a-8adb-df2c189db76a,HAS_DESCRIPTION
381a1d2d-48c7-505a-8adb-df2c189db76a,1d94a9fe-1a0a-5992-a586-e577cb33e327,HAS_DETECTION
dfe31f23-b23a-5451-b292-01eea5a84998,d2e75ae5-5e4a-55aa-b62c-481f6e04293f,TAGGED
adcdf164-cd07-577a-a4e1-ee91cd62aa95,d2e75ae5-5e4a-55aa-b62c-481f6e04293f,TAGGED
702558be-a1e1-57c4-89e8-188738a9a9eb,d2e75ae5-5e4a-55aa-b62c-481f6e04293f,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,d2e75ae5-5e4a-55aa-b62c-481f6e04293f,TAGGED
3fb1abe0-07f2-5cc5-9656-8262b30131eb,14441498-730d-5f2c-81bf-8bf2efae9f14,HAS_DESCRIPTION
14441498-730d-5f2c-81bf-8bf2efae9f14,996f845a-72a5-515f-a5fb-23792e0e4416,HAS_DETECTION
9c20babc-dd8f-5d0d-83cc-16815314f18c,3fb1abe0-07f2-5cc5-9656-8262b30131eb,TAGGED
4a0e58c1-5b6b-5f48-928f-ec84ec51fe9a,3fb1abe0-07f2-5cc5-9656-8262b30131eb,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,3fb1abe0-07f2-5cc5-9656-8262b30131eb,TAGGED
783e2629-8152-56f9-b94e-2199914aec67,d8e36c07-b539-5f9f-84bc-1a27c6f0febe,HAS_DESCRIPTION
d8e36c07-b539-5f9f-84bc-1a27c6f0febe,84bf0f18-2ea3-5a0e-8222-99ac264b14fe,HAS_DETECTION
adcdf164-cd07-577a-a4e1-ee91cd62aa95,783e2629-8152-56f9-b94e-2199914aec67,TAGGED
dfe31f23-b23a-5451-b292-01eea5a84998,783e2629-8152-56f9-b94e-2199914aec67,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,783e2629-8152-56f9-b94e-2199914aec67,TAGGED
cecd8f61-e9b2-5cb7-bc31-55a8fbf70781,6047f5e1-e8dc-54a9-9742-a704a9d9224f,HAS_DESCRIPTION
6047f5e1-e8dc-54a9-9742-a704a9d9224f,e85f0080-1754-5208-b426-1fa806cebc8b,HAS_DETECTION
05f31bf2-e4f4-519b-89f3-60ae1aafc38a,cecd8f61-e9b2-5cb7-bc31-55a8fbf70781,TAGGED
f65a67f7-2553-5cd7-9189-01911560b3a3,cecd8f61-e9b2-5cb7-bc31-55a8fbf70781,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,cecd8f61-e9b2-5cb7-bc31-55a8fbf70781,TAGGED
8e7d6ff3-994f-54c7-b98f-6b5e09e860d7,6a9eb29f-f5fa-5333-878b-640ff89e567d,HAS_DESCRIPTION
6a9eb29f-f5fa-5333-878b-640ff89e567d,b3cf9235-e094-5f53-bc86-79ffb89938b4,HAS_DETECTION
adcdf164-cd07-577a-a4e1-ee91cd62aa95,8e7d6ff3-994f-54c7-b98f-6b5e09e860d7,TAGGED
ef53988f-3853-5a0a-aa4d-3a4efc1f5b2f,8e7d6ff3-994f-54c7-b98f-6b5e09e860d7,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,8e7d6ff3-994f-54c7-b98f-6b5e09e860d7,TAGGED
a6b0e74f-38ca-5e89-b536-5ff0f686cbe6,c778406a-1547-5beb-8a4a-675634d9d526,HAS_DESCRIPTION
c778406a-1547-5beb-8a4a-675634d9d526,bceda8d4-a083-5854-850d-ca1a80395c86,HAS_DETECTION
adcdf164-cd07-577a-a4e1-ee91cd62aa95,a6b0e74f-38ca-5e89-b536-5ff0f686cbe6,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,a6b0e74f-38ca-5e89-b536-5ff0f686cbe6,TAGGED
6f8d52c5-1147-5332-8f85-9e6b3ea6527f,063ebef9-be74-59e9-9871-9688f9948e22,HAS_DESCRIPTION
063ebef9-be74-59e9-9871-9688f9948e22,561734fb-4a39-5e75-836f-7ac685596df1,HAS_DETECTION
ef53988f-3853-5a0a-aa4d-3a4efc1f5b2f,6f8d52c5-1147-5332-8f85-9e6b3ea6527f,TAGGED
491184e6-2aea-5dfb-be26-a201f3efebd9,6f8d52c5-1147-5332-8f85-9e6b3ea6527f,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,6f8d52c5-1147-5332-8f85-9e6b3ea6527f,TAGGED
df91630c-8018-5a9b-942d-45f9b555067c,95d63986-78d2-5faf-ba6d-fd4f82771976,HAS_DESCRIPTION
95d63986-78d2-5faf-ba6d-fd4f82771976,0d90516b-383e-5da7-ac8f-0daa8d149b33,HAS_DETECTION
ef53988f-3853-5a0a-aa4d-3a4efc1f5b2f,df91630c-8018-5a9b-942d-45f9b555067c,TAGGED
2ff05c59-798e-57e2-baa4-42838e224356,df91630c-8018-5a9b-942d-45f9b555067c,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,df91630c-8018-5a9b-942d-45f9b555067c,TAGGED
204802fb-321c-5080-85d8-c329ab931740,9c3d2934-8b41-5f33-b36d-d242d4f51ee0,HAS_DESCRIPTION
9c3d2934-8b41-5f33-b36d-d242d4f51ee0,97490e77-1101-5354-8263-e0090679ef18,HAS_DETECTION
dfe31f23-b23a-5451-b292-01eea5a84998,204802fb-321c-5080-85d8-c329ab931740,TAGGED
5df216b2-377c-5b37-b74c-7c1e13c3ba46,204802fb-321c-5080-85d8-c329ab931740,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,204802fb-321c-5080-85d8-c329ab931740,TAGGED
a8006c23-8c2f-5968-bbf8-df7100cd4c68,4dcdf7f2-9551-5c7b-8239-b475efca2a6b,HAS_DESCRIPTION
4dcdf7f2-9551-5c7b-8239-b475efca2a6b,6de4367f-4496-505e-9461-a43891b69d56,HAS_DETECTION
93fd4f97-6fac-5886-8de9-cb6b1fd4f407,a8006c23-8c2f-5968-bbf8-df7100cd4c68,TAGGED
2c0ecff0-6bac-5e56-9d35-2f4e66a21d40,a8006c23-8c2f-5968-bbf8-df7100cd4c68,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,a8006c23-8c2f-5968-bbf8-df7100cd4c68,TAGGED
8af275c2-cf44-5499-aa23-dbbbbf49c106,5791448d-ed63-5732-94c4-e68b8dff405d,HAS_DESCRIPTION
5791448d-ed63-5732-94c4-e68b8dff405d,63bfff50-2569-523f-9461-fda0b9298244,HAS_DETECTION
56920b8d-88d9-5737-8ca3-f70e2ab4cabb,8af275c2-cf44-5499-aa23-dbbbbf49c106,TAGGED
3858022c-208f-5ed2-90b7-e2282aacbd05,8af275c2-cf44-5499-aa23-dbbbbf49c106,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,8af275c2-cf44-5499-aa23-dbbbbf49c106,TAGGED
004091ca-16a5-5aa5-ad7b-03ee421b2694,65af9957-db95-55a2-8013-37b9474652ef,HAS_DESCRIPTION
65af9957-db95-55a2-8013-37b9474652ef,340941d8-0751-50b9-8e3f-6890b83a168f,HAS_DETECTION
ef53988f-3853-5a0a-aa4d-3a4efc1f5b2f,004091ca-16a5-5aa5-ad7b-03ee421b2694,TAGGED
adfb07af-88a1-5cb1-bf6e-84d44528c8bb,004091ca-16a5-5aa5-ad7b-03ee421b2694,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,004091ca-16a5-5aa5-ad7b-03ee421b2694,TAGGED
77cebe12-da14-5902-8e1c-ea4fc89e1e65,080dffbf-2539-5110-a1b1-3b240e813cb2,HAS_DESCRIPTION
080dffbf-2539-5110-a1b1-3b240e813cb2,2e3d2e52-b26f-5258-bbe0-991843cefb17,HAS_DETECTION
ef53988f-3853-5a0a-aa4d-3a4efc1f5b2f,77cebe12-da14-5902-8e1c-ea4fc89e1e65,TAGGED
ab85d020-2ee6-5c76-b89a-649ac0bdbeb0,77cebe12-da14-5902-8e1c-ea4fc89e1e65,TAGGED
adcdf164-cd07-577a-a4e1-ee91cd62aa95,77cebe12-da14-5902-8e1c-ea4fc89e1e65,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,77cebe12-da14-5902-8e1c-ea4fc89e1e65,TAGGED
4923a1e7-117b-5834-b19e-ff4665fba783,e621c6fe-2aee-5e26-a437-7e28f40d6fa8,HAS_DESCRIPTION
e621c6fe-2aee-5e26-a437-7e28f40d6fa8,6ebb43f5-205a-577c-8ce4-ecebacfebd26,HAS_DETECTION
adcdf164-cd07-577a-a4e1-ee91cd62aa95,4923a1e7-117b-5834-b19e-ff4665fba783,TAGGED
a776edea-453c-5c39-90e7-539cee98dfe8,4923a1e7-117b-5834-b19e-ff4665fba783,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,4923a1e7-117b-5834-b19e-ff4665fba783,TAGGED
40d13681-03c5-53bc-a381-3423d9996f68,7e482be8-aed2-543c-a7ac-ed11066d2396,HAS_DESCRIPTION
7e482be8-aed2-543c-a7ac-ed11066d2396,7efdb6b9-75b2-5ddd-a129-d4a5865af8e4,HAS_DETECTION
adcdf164-cd07-577a-a4e1-ee91cd62aa95,40d13681-03c5-53bc-a381-3423d9996f68,TAGGED
dfe31f23-b23a-5451-b292-01eea5a84998,40d13681-03c5-53bc-a381-3423d9996f68,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,40d13681-03c5-53bc-a381-3423d9996f68,TAGGED
ba7c46be-7833-59cf-bde3-3c009929d446,8c5adab5-7a37-520a-9f88-0b22d03e4959,HAS_DESCRIPTION
8c5adab5-7a37-520a-9f88-0b22d03e4959,9fa0c711-b386-57fd-b4bb-915e9ade3794,HAS_DETECTION
2f005722-7cc2-5845-8393-dfb606f55851,ba7c46be-7833-59cf-bde3-3c009929d446,TAGGED
d0ddcdc8-c334-5e2d-b7e3-1c244e79f7b0,ba7c46be-7833-59cf-bde3-3c009929d446,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,ba7c46be-7833-59cf-bde3-3c009929d446,TAGGED
c1e38340-4bc5-539b-84e6-a328d586e176,cee7bc58-3c6b-5606-a0e8-eeddb9f5fa35,HAS_DESCRIPTION
cee7bc58-3c6b-5606-a0e8-eeddb9f5fa35,68d76e84-071f-51e3-80fa-cd52b58a74f7,HAS_DETECTION
ef53988f-3853-5a0a-aa4d-3a4efc1f5b2f,c1e38340-4bc5-539b-84e6-a328d586e176,TAGGED
be9d6ad1-82c6-57c3-8f8c-05a9a7071697,c1e38340-4bc5-539b-84e6-a328d586e176,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,c1e38340-4bc5-539b-84e6-a328d586e176,TAGGED
df610810-1700-5aee-a648-f85a29ecce33,16a37d05-24f8-50fc-8fc2-01062a33b8a3,HAS_DESCRIPTION
16a37d05-24f8-50fc-8fc2-01062a33b8a3,3aff0203-21ab-547e-b900-c8dc90106ca3,HAS_DETECTION
adcdf164-cd07-577a-a4e1-ee91cd62aa95,df610810-1700-5aee-a648-f85a29ecce33,TAGGED
ef53988f-3853-5a0a-aa4d-3a4efc1f5b2f,df610810-1700-5aee-a648-f85a29ecce33,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,df610810-1700-5aee-a648-f85a29ecce33,TAGGED
78ce1367-8841-54d9-af2b-2c2437788795,3e046518-2833-5d41-b7e0-a3b4f45fd1cf,HAS_DESCRIPTION
3e046518-2833-5d41-b7e0-a3b4f45fd1cf,c836ccdf-691c-5c52-a717-70f346b8467d,HAS_DETECTION
0bd7b3c8-4ab2-536c-aecf-6ebc8ea9997d,78ce1367-8841-54d9-af2b-2c2437788795,TAGGED
2f005722-7cc2-5845-8393-dfb606f55851,78ce1367-8841-54d9-af2b-2c2437788795,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,78ce1367-8841-54d9-af2b-2c2437788795,TAGGED
eb592eea-16d7-5a9e-bc2b-53e190021322,a6978cca-a5fe-5ab0-b4cd-22b425d617bb,HAS_DESCRIPTION
a6978cca-a5fe-5ab0-b4cd-22b425d617bb,1c3a31dd-87d6-582c-a026-313180576603,HAS_DETECTION
ef53988f-3853-5a0a-aa4d-3a4efc1f5b2f,eb592eea-16d7-5a9e-bc2b-53e190021322,TAGGED
ab85d020-2ee6-5c76-b89a-649ac0bdbeb0,eb592eea-16d7-5a9e-bc2b-53e190021322,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,eb592eea-16d7-5a9e-bc2b-53e190021322,TAGGED
6ea01c77-98e4-54ab-948a-86a6976c3275,52597d19-b279-5afd-8627-b1b9a907ddeb,HAS_DESCRIPTION
52597d19-b279-5afd-8627-b1b9a907ddeb,8e8476a2-8194-5100-a547-397261f2e609,HAS_DETECTION
ef53988f-3853-5a0a-aa4d-3a4efc1f5b2f,6ea01c77-98e4-54ab-948a-86a6976c3275,TAGGED
ab85d020-2ee6-5c76-b89a-649ac0bdbeb0,6ea01c77-98e4-54ab-948a-86a6976c3275,TAGGED
adcdf164-cd07-577a-a4e1-ee91cd62aa95,6ea01c77-98e4-54ab-948a-86a6976c3275,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,6ea01c77-98e4-54ab-948a-86a6976c3275,TAGGED
68d7cc18-f99d-5fd7-ada3-705d733ca00b,e35a1fac-ce9f-59a1-b479-013af0fb7504,HAS_DESCRIPTION
e35a1fac-ce9f-59a1-b479-013af0fb7504,d3e139fe-0408-5191-86a0-f373a0e00c2b,HAS_DETECTION
ef53988f-3853-5a0a-aa4d-3a4efc1f5b2f,68d7cc18-f99d-5fd7-ada3-705d733ca00b,TAGGED
be9d6ad1-82c6-57c3-8f8c-05a9a7071697,68d7cc18-f99d-5fd7-ada3-705d733ca00b,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,68d7cc18-f99d-5fd7-ada3-705d733ca00b,TAGGED
828d8a3a-fcf9-5861-b159-8ef7285ccbc0,8b093c79-a3c3-51e9-a82b-c69a230ebe63,HAS_DESCRIPTION
8b093c79-a3c3-51e9-a82b-c69a230ebe63,f9039b5a-8ab3-5935-b2fd-e6262727e7e9,HAS_DETECTION
ef53988f-3853-5a0a-aa4d-3a4efc1f5b2f,828d8a3a-fcf9-5861-b159-8ef7285ccbc0,TAGGED
ba9f93bc-59fd-5796-959a-fe16d63939b6,828d8a3a-fcf9-5861-b159-8ef7285ccbc0,TAGGED
c35b477a-367a-514d-91f0-35d6b022cdbb,828d8a3a-fcf9-5861-b159-8ef7285ccbc0,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,828d8a3a-fcf9-5861-b159-8ef7285ccbc0,TAGGED
be556396-bb14-5235-88ad-383461f877bc,f4936dfd-9c26-5dec-9e52-08057257a29b,HAS_DESCRIPTION
f4936dfd-9c26-5dec-9e52-08057257a29b,49087ff3-c83e-5057-a647-c298e41f3237,HAS_DETECTION
ef53988f-3853-5a0a-aa4d-3a4efc1f5b2f,be556396-bb14-5235-88ad-383461f877bc,TAGGED
ab85d020-2ee6-5c76-b89a-649ac0bdbeb0,be556396-bb14-5235-88ad-383461f877bc,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,be556396-bb14-5235-88ad-383461f877bc,TAGGED
3ab4dd22-5684-5e24-8118-e4359e937311,de8f1657-33ea-5846-943a-19fc2223a50d,HAS_DESCRIPTION
de8f1657-33ea-5846-943a-19fc2223a50d,de11c89b-c06b-564c-8e08-0b0f50d868be,HAS_DETECTION
adcdf164-cd07-577a-a4e1-ee91cd62aa95,3ab4dd22-5684-5e24-8118-e4359e937311,TAGGED
e9230a30-2291-5374-9f34-67c1bb3acdbb,3ab4dd22-5684-5e24-8118-e4359e937311,TAGGED
3858022c-208f-5ed2-90b7-e2282aacbd05,3ab4dd22-5684-5e24-8118-e4359e937311,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,3ab4dd22-5684-5e24-8118-e4359e937311,TAGGED
d07b4562-74d4-56cc-8624-40a5a9592f51,0dc64738-b4b8-57e6-a3ea-80830df80e5d,HAS_DESCRIPTION
0dc64738-b4b8-57e6-a3ea-80830df80e5d,ec99ee52-9bfd-5914-b100-2dbdcd96f19b,HAS_DETECTION
58417bb3-3e0d-551b-84de-5009bcf31760,d07b4562-74d4-56cc-8624-40a5a9592f51,TAGGED
ef53988f-3853-5a0a-aa4d-3a4efc1f5b2f,d07b4562-74d4-56cc-8624-40a5a9592f51,TAGGED
adcdf164-cd07-577a-a4e1-ee91cd62aa95,d07b4562-74d4-56cc-8624-40a5a9592f51,TAGGED
a776edea-453c-5c39-90e7-539cee98dfe8,d07b4562-74d4-56cc-8624-40a5a9592f51,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,d07b4562-74d4-56cc-8624-40a5a9592f51,TAGGED
489511cc-f675-5b87-979d-84bba7c6c704,9a8d7cc5-a969-52e4-8b08-f6da1bda50b1,HAS_DESCRIPTION
9a8d7cc5-a969-52e4-8b08-f6da1bda50b1,82d0b206-1887-505d-b6b0-29d0cfc66ffb,HAS_DETECTION
56920b8d-88d9-5737-8ca3-f70e2ab4cabb,489511cc-f675-5b87-979d-84bba7c6c704,TAGGED
877fc1b2-2ae7-5c0d-af80-9afc0844656f,489511cc-f675-5b87-979d-84bba7c6c704,TAGGED
3e273de8-d457-5aa8-b653-f9ffab20ca3a,489511cc-f675-5b87-979d-84bba7c6c704,TAGGED
