:START_ID,:END_ID,:TYPE,properties
ImageLoaded:\\wtsapi32.dll,ImageLoaded,Field,
ImageLoaded:\\wtsapi32.dll,\\wtsapi32.dll,Value,
ImageLoaded,\\wtsapi32.dll,Has Artifact,
image_load,ImageLoaded,Logs,
windows,ImageLoaded,Logs,
selection0934,modifier3050,Uses Modifier,
selection0934,ImageLoaded:\\wwancfg.dll,Searches,
ImageLoaded:\\wwancfg.dll,ImageLoaded,Field,
ImageLoaded:\\wwancfg.dll,\\wwancfg.dll,Value,
ImageLoaded,\\wwancfg.dll,Has Artifact,
image_load,ImageLoaded,Logs,
windows,ImageLoaded,Logs,
selection0934,modifier3051,Uses Modifier,
selection0934,ImageLoaded:\\wwapi.dll,Searches,
ImageLoaded:\\wwapi.dll,ImageLoaded,Field,
ImageLoaded:\\wwapi.dll,\\wwapi.dll,Value,
ImageLoaded,\\wwapi.dll,Has Artifact,
image_load,ImageLoaded,Logs,
windows,ImageLoaded,Logs,
selection0934,modifier3052,Uses Modifier,
selection0934,ImageLoaded:\\xmllite.dll,Searches,
ImageLoaded:\\xmllite.dll,ImageLoaded,Field,
ImageLoaded:\\xmllite.dll,\\xmllite.dll,Value,
ImageLoaded,\\xmllite.dll,Has Artifact,
image_load,ImageLoaded,Logs,
windows,ImageLoaded,Logs,
selection0934,modifier3053,Uses Modifier,
selection0934,ImageLoaded:\\xolehlp.dll,Searches,
ImageLoaded:\\xolehlp.dll,ImageLoaded,Field,
ImageLoaded:\\xolehlp.dll,\\xolehlp.dll,Value,
ImageLoaded,\\xolehlp.dll,Has Artifact,
image_load,ImageLoaded,Logs,
windows,ImageLoaded,Logs,
selection0934,modifier3054,Uses Modifier,
selection0934,ImageLoaded:\\xpsservices.dll,Searches,
ImageLoaded:\\xpsservices.dll,ImageLoaded,Field,
ImageLoaded:\\xpsservices.dll,\\xpsservices.dll,Value,
ImageLoaded,\\xpsservices.dll,Has Artifact,
image_load,ImageLoaded,Logs,
windows,ImageLoaded,Logs,
selection0934,modifier3055,Uses Modifier,
selection0934,ImageLoaded:\\xwizards.dll,Searches,
ImageLoaded:\\xwizards.dll,ImageLoaded,Field,
ImageLoaded:\\xwizards.dll,\\xwizards.dll,Value,
ImageLoaded,\\xwizards.dll,Has Artifact,
image_load,ImageLoaded,Logs,
windows,ImageLoaded,Logs,
selection0934,modifier3056,Uses Modifier,
selection0934,ImageLoaded:\\xwtpw32.dll,Searches,
ImageLoaded:\\xwtpw32.dll,ImageLoaded,Field,
ImageLoaded:\\xwtpw32.dll,\\xwtpw32.dll,Value,
ImageLoaded,\\xwtpw32.dll,Has Artifact,
image_load,ImageLoaded,Logs,
windows,ImageLoaded,Logs,
selection0934,modifier3057,Uses Modifier,
selection0934,ImageLoaded:\\amsi.dll,Searches,
ImageLoaded:\\amsi.dll,ImageLoaded,Field,
ImageLoaded:\\amsi.dll,\\amsi.dll,Value,
ImageLoaded,\\amsi.dll,Has Artifact,
image_load,ImageLoaded,Logs,
windows,ImageLoaded,Logs,
selection0934,modifier3058,Uses Modifier,
selection0934,ImageLoaded:\\appraiser.dll,Searches,
ImageLoaded:\\appraiser.dll,ImageLoaded,Field,
ImageLoaded:\\appraiser.dll,\\appraiser.dll,Value,
ImageLoaded,\\appraiser.dll,Has Artifact,
image_load,ImageLoaded,Logs,
windows,ImageLoaded,Logs,
selection0934,modifier3059,Uses Modifier,
selection0934,ImageLoaded:\\COMRES.DLL,Searches,
ImageLoaded:\\COMRES.DLL,ImageLoaded,Field,
ImageLoaded:\\COMRES.DLL,\\COMRES.DLL,Value,
ImageLoaded,\\COMRES.DLL,Has Artifact,
