:START_ID,:END_ID,:TYPE,properties
5145,RelativeTargetName,Logs,
security,RelativeTargetName,Logs,
windows,RelativeTargetName,Logs,
windows,security,Logs,
security,4697,Logs,
4697,ServiceName,Logs,
security,ServiceName,Logs,
windows,ServiceName,Logs,
4697,ServiceFileName,Logs,
security,ServiceFileName,Logs,
windows,ServiceFileName,Logs,
windows,security,Logs,
security,4768,Logs,
4768,TargetUserName,Logs,
security,TargetUserName,Logs,
windows,TargetUserName,Logs,
4768,CertThumbprint,Logs,
security,CertThumbprint,Logs,
windows,CertThumbprint,Logs,
windows,security,Logs,
security,5145,Logs,
5145,ShareName,Logs,
security,ShareName,Logs,
windows,ShareName,Logs,
5145,AccessMask,Logs,
security,AccessMask,Logs,
windows,AccessMask,Logs,
windows,security,Logs,
security,4697,Logs,
4697,ServiceFileName,Logs,
security,ServiceFileName,Logs,
windows,ServiceFileName,Logs,
4697,ServiceFileName,Logs,
security,ServiceFileName,Logs,
windows,ServiceFileName,Logs,
4697,ServiceFileName,Logs,
security,ServiceFileName,Logs,
windows,ServiceFileName,Logs,
4697,ServiceFileName,Logs,
security,ServiceFileName,Logs,
windows,ServiceFileName,Logs,
4697,ServiceFileName,Logs,
security,ServiceFileName,Logs,
windows,ServiceFileName,Logs,
4697,ServiceFileName,Logs,
security,ServiceFileName,Logs,
windows,ServiceFileName,Logs,
4697,ServiceFileName,Logs,
security,ServiceFileName,Logs,
windows,ServiceFileName,Logs,
4697,ServiceFileName,Logs,
security,ServiceFileName,Logs,
windows,ServiceFileName,Logs,
4697,ServiceFileName,Logs,
security,ServiceFileName,Logs,
windows,ServiceFileName,Logs,
4697,ServiceFileName,Logs,
security,ServiceFileName,Logs,
windows,ServiceFileName,Logs,
windows,security,Logs,
security,4657,Logs,
4657,ObjectName,Logs,
security,ObjectName,Logs,
windows,ObjectName,Logs,
4657,ObjectName,Logs,
security,ObjectName,Logs,
windows,ObjectName,Logs,
4657,ObjectName,Logs,
security,ObjectName,Logs,
windows,ObjectName,Logs,
4657,ObjectValueName,Logs,
security,ObjectValueName,Logs,
windows,ObjectValueName,Logs,
4657,ObjectValueName,Logs,
security,ObjectValueName,Logs,
windows,ObjectValueName,Logs,
4657,ObjectValueName,Logs,
security,ObjectValueName,Logs,
windows,ObjectValueName,Logs,
windows,security,Logs,
security,6423,Logs,
windows,security,Logs,
security,4738,Logs,
windows,security,Logs,
security,5145,Logs,
5145,ShareName,Logs,
security,ShareName,Logs,
windows,ShareName,Logs,
5145,RelativeTargetName,Logs,
security,RelativeTargetName,Logs,
windows,RelativeTargetName,Logs,
5145,RelativeTargetName,Logs,
security,RelativeTargetName,Logs,
windows,RelativeTargetName,Logs,
5145,RelativeTargetName,Logs,
security,RelativeTargetName,Logs,
windows,RelativeTargetName,Logs,
windows,security,Logs,
security,4697,Logs,
4697,ServiceFileName,Logs,
security,ServiceFileName,Logs,
windows,ServiceFileName,Logs,
4697,ServiceFileName,Logs,
security,ServiceFileName,Logs,
windows,ServiceFileName,Logs,
4697,ServiceFileName,Logs,
security,ServiceFileName,Logs,
windows,ServiceFileName,Logs,
4697,ServiceFileName,Logs,
security,ServiceFileName,Logs,
windows,ServiceFileName,Logs,
windows,security,Logs,
security,4825,Logs,
windows,security,Logs,
security,4656,Logs,
4656,ObjectType,Logs,
security,ObjectType,Logs,
windows,ObjectType,Logs,
4656,ObjectName,Logs,
security,ObjectName,Logs,
windows,ObjectName,Logs,
4656,AccessMask,Logs,
security,AccessMask,Logs,
windows,AccessMask,Logs,
windows,security,Logs,
security,5145,Logs,
5145,RelativeTargetName,Logs,
security,RelativeTargetName,Logs,
windows,RelativeTargetName,Logs,
5145,RelativeTargetName,Logs,
security,RelativeTargetName,Logs,
windows,RelativeTargetName,Logs,
5145,RelativeTargetName,Logs,
security,RelativeTargetName,Logs,
windows,RelativeTargetName,Logs,
5145,RelativeTargetName,Logs,
security,RelativeTargetName,Logs,
windows,RelativeTargetName,Logs,
5145,RelativeTargetName,Logs,
security,RelativeTargetName,Logs,
windows,RelativeTargetName,Logs,
5145,RelativeTargetName,Logs,
security,RelativeTargetName,Logs,
windows,RelativeTargetName,Logs,
5145,RelativeTargetName,Logs,
security,RelativeTargetName,Logs,
windows,RelativeTargetName,Logs,
5145,RelativeTargetName,Logs,
security,RelativeTargetName,Logs,
windows,RelativeTargetName,Logs,
5145,RelativeTargetName,Logs,
security,RelativeTargetName,Logs,
windows,RelativeTargetName,Logs,
5145,RelativeTargetName,Logs,
security,RelativeTargetName,Logs,
windows,RelativeTargetName,Logs,
5145,RelativeTargetName,Logs,
security,RelativeTargetName,Logs,
windows,RelativeTargetName,Logs,
5145,RelativeTargetName,Logs,
security,RelativeTargetName,Logs,
windows,RelativeTargetName,Logs,
windows,security,Logs,
security,4697,Logs,
4697,ServiceFileName,Logs,
security,ServiceFileName,Logs,
windows,ServiceFileName,Logs,
4697,ServiceFileName,Logs,
security,ServiceFileName,Logs,
windows,ServiceFileName,Logs,
windows,security,Logs,
security,5145,Logs,
5145,ShareName,Logs,
security,ShareName,Logs,
windows,ShareName,Logs,
5145,RelativeTargetName,Logs,
security,RelativeTargetName,Logs,
windows,RelativeTargetName,Logs,
5145,RelativeTargetName,Logs,
security,RelativeTargetName,Logs,
windows,RelativeTargetName,Logs,
windows,security,Logs,
security,4738,Logs,
4738,AttributeLDAPDisplayName,Logs,
security,AttributeLDAPDisplayName,Logs,
windows,AttributeLDAPDisplayName,Logs,
4738,ObjectClass,Logs,
security,ObjectClass,Logs,
windows,ObjectClass,Logs,
4738,AttributeLDAPDisplayName,Logs,
security,AttributeLDAPDisplayName,Logs,
windows,AttributeLDAPDisplayName,Logs,
4738,AttributeLDAPDisplayName,Logs,
security,AttributeLDAPDisplayName,Logs,
windows,AttributeLDAPDisplayName,Logs,
windows,security,Logs,
security,5145,Logs,
5145,RelativeTargetName,Logs,
security,RelativeTargetName,Logs,
windows,RelativeTargetName,Logs,
windows,security,Logs,
security,4673,Logs,
4673,PrivilegeList,Logs,
security,PrivilegeList,Logs,
windows,PrivilegeList,Logs,
4673,Service,Logs,
security,Service,Logs,
windows,Service,Logs,
windows,security,Logs,
security,4720,Logs,
4720,SamAccountName,Logs,
security,SamAccountName,Logs,
windows,SamAccountName,Logs,
4720,SamAccountName,Logs,
security,SamAccountName,Logs,
windows,SamAccountName,Logs,
windows,security,Logs,
security,4768,Logs,
4768,TicketEncryptionType,Logs,
security,TicketEncryptionType,Logs,
windows,TicketEncryptionType,Logs,
4768,ServiceName,Logs,
security,ServiceName,Logs,
windows,ServiceName,Logs,
4768,PreAuthType,Logs,
security,PreAuthType,Logs,
windows,PreAuthType,Logs,
windows,security,Logs,
security,5145,Logs,
5145,RelativeTargetName,Logs,
security,RelativeTargetName,Logs,
windows,RelativeTargetName,Logs,
windows,security,Logs,
security,4661,Logs,
4661,AccessList,Logs,
security,AccessList,Logs,
windows,AccessList,Logs,
4661,ObjectServer,Logs,
security,ObjectServer,Logs,
windows,ObjectServer,Logs,
windows,security,Logs,
security,ServiceFileName,Logs,
windows,ServiceFileName,Logs,
security,ServiceFileName,Logs,
windows,ServiceFileName,Logs,
security,ServiceFileName,Logs,
windows,ServiceFileName,Logs,
security,ServiceFileName,Logs,
windows,ServiceFileName,Logs,
security,ServiceFileName,Logs,
windows,ServiceFileName,Logs,
security,ServiceFileName,Logs,
windows,ServiceFileName,Logs,
security,ServiceFileName,Logs,
windows,ServiceFileName,Logs,
windows,security,Logs,
security,4648,Logs,
4648,ProcessName,Logs,
security,ProcessName,Logs,
windows,ProcessName,Logs,
4648,ProcessName,Logs,
security,ProcessName,Logs,
windows,ProcessName,Logs,
4648,ProcessName,Logs,
security,ProcessName,Logs,
windows,ProcessName,Logs,
4648,ProcessName,Logs,
security,ProcessName,Logs,
windows,ProcessName,Logs,
4648,ProcessName,Logs,
security,ProcessName,Logs,
windows,ProcessName,Logs,
4648,ProcessName,Logs,
security,ProcessName,Logs,
windows,ProcessName,Logs,
4648,ProcessName,Logs,
security,ProcessName,Logs,
windows,ProcessName,Logs,
4648,ProcessName,Logs,
security,ProcessName,Logs,
windows,ProcessName,Logs,
windows,security,Logs,
security,4765,Logs,
4765,SidHistory,Logs,
